Gene_ID,Name
SMEL4.1_05g010780.1.01,Protein of unknown function
SMEL4.1_05g010790.1.01,Protein of unknown function
SMEL4.1_05g010800.1.01,Protein of unknown function
SMEL4.1_05g010810.1.01,Similar to CDKE-1 Cyclin-dependent kinase E-1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g010820.1.01,Similar to CDKE-1 Cyclin-dependent kinase E-1 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g010830.1.01,Protein of unknown function
SMEL4.1_05g010840.1.01,Similar to CHR28 Helicase-like transcription factor CHR28 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g010850.1.01,Protein of unknown function
SMEL4.1_05g010860.1.01,Protein of unknown function
SMEL4.1_05g010870.1.01,Protein of unknown function
SMEL4.1_05g010880.1.01,Similar to CBSDUF1 DUF21 domain-containing protein At4g14240 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g010890.1.01,Protein of unknown function
SMEL4.1_05g010900.1.01,"Similar to At1g64760 Glucan endo-1,3-beta-glucosidase 8 (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g010910.1.01,Protein of unknown function
SMEL4.1_05g010920.1.01,Similar to CBSDUF1 DUF21 domain-containing protein At4g14240 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g010930.1.01,Protein of unknown function
SMEL4.1_05g010940.1.01,Protein of unknown function
SMEL4.1_05g010950.1.01,Protein of unknown function
SMEL4.1_05g010960.1.01,Protein of unknown function
SMEL4.1_05g010970.1.01,Similar to MED25 Mediator of RNA polymerase II transcription subunit 25 (Solanum lycopersicum OX=4081)
SMEL4.1_05g010980.1.01,Similar to MED25 Mediator of RNA polymerase II transcription subunit 25 (Solanum lycopersicum OX=4081)
SMEL4.1_05g010990.1.01,Similar to MED25 Mediator of RNA polymerase II transcription subunit 25 (Solanum lycopersicum OX=4081)
SMEL4.1_05g011000.1.01,Similar to HSP70-5 Heat shock 70 kDa protein 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011010.1.01,Similar to FPP3 Filament-like plant protein 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011020.1.01,Similar to PCH2 Pachytene checkpoint protein 2 homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011030.1.01,Similar to PCH2 Pachytene checkpoint protein 2 homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011040.1.01,Protein of unknown function
SMEL4.1_05g011050.1.01,Similar to PCH2 Pachytene checkpoint protein 2 homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011060.1.01,"Similar to STR11 Rhodanese-like domain-containing protein 11, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g011070.1.01,Protein of unknown function
SMEL4.1_05g011080.1.01,Protein of unknown function
SMEL4.1_05g011090.1.01,Protein of unknown function
SMEL4.1_05g011100.1.01,Protein of unknown function
SMEL4.1_05g011110.1.01,Similar to FAAH Fatty acid amide hydrolase (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011120.1.01,Similar to FAAH Fatty acid amide hydrolase (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011130.1.01,Protein of unknown function
SMEL4.1_05g011140.1.01,Protein of unknown function
SMEL4.1_05g011150.1.01,Protein of unknown function
SMEL4.1_05g011160.1.01,Protein of unknown function
SMEL4.1_05g011170.1.01,Similar to At1g74580 Putative pentatricopeptide repeat-containing protein At1g74580 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011180.1.01,Protein of unknown function
SMEL4.1_05g011190.1.01,Protein of unknown function
SMEL4.1_05g011200.1.01,"Similar to ABCB26 ABC transporter B family member 26, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g011210.1.01,Protein of unknown function
SMEL4.1_05g011220.1.01,Protein of unknown function
SMEL4.1_05g011230.1.01,Similar to CPL3 RNA polymerase II C-terminal domain phosphatase-like 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011240.1.01,Protein of unknown function
SMEL4.1_05g011250.1.01,Protein of unknown function
SMEL4.1_05g011260.1.01,Protein of unknown function
SMEL4.1_05g011270.1.01,Similar to clpP ATP-dependent Clp protease proteolytic subunit (Solanum lycopersicum OX=4081)
SMEL4.1_05g011280.1.01,Similar to psbB Photosystem II CP47 reaction center protein (Draba nemorosa OX=171822)
SMEL4.1_05g011290.1.01,Similar to petD Cytochrome b6-f complex subunit 4 (Daucus carota OX=4039)
SMEL4.1_05g011300.1.01,Protein of unknown function
SMEL4.1_05g011310.1.01,"Similar to rpl22 50S ribosomal protein L22, chloroplastic (Solanum bulbocastanum OX=147425)"
SMEL4.1_05g011320.1.01,Similar to ycf2-A Protein Ycf2 (Dioscorea elephantipes OX=145284)
SMEL4.1_05g011330.1.01,"Similar to ndhB1 NAD(P)H-quinone oxidoreductase subunit 2 A, chloroplastic (Coffea arabica OX=13443)"
SMEL4.1_05g011340.1.01,"Similar to rps12-B 30S ribosomal protein S12-B, chloroplastic (Populus trichocarpa OX=3694)"
SMEL4.1_05g011350.1.01,Protein of unknown function
SMEL4.1_05g011360.1.01,Protein of unknown function
SMEL4.1_05g011370.1.01,Protein of unknown function
SMEL4.1_05g011380.1.01,Similar to DFR1 Dihydroflavonol 4-reductase (Fragment) (Medicago sativa OX=3879)
SMEL4.1_05g011390.1.01,Protein of unknown function
SMEL4.1_05g011400.1.01,Protein of unknown function
SMEL4.1_05g011410.1.01,"Similar to atpA ATP synthase subunit alpha, chloroplastic (Liriodendron tulipifera OX=3415)"
SMEL4.1_05g011420.1.01,Protein of unknown function
SMEL4.1_05g011430.1.01,Protein of unknown function
SMEL4.1_05g011440.1.01,Similar to rpoC2 DNA-directed RNA polymerase subunit beta'' (Solanum bulbocastanum OX=147425)
SMEL4.1_05g011450.1.01,Similar to rpoC1 DNA-directed RNA polymerase subunit beta' (Piper cenocladum OX=398741)
SMEL4.1_05g011460.1.01,Similar to psaA Photosystem I P700 chlorophyll a apoprotein A1 (Solanum lycopersicum OX=4081)
SMEL4.1_05g011470.1.01,"Similar to rps4 30S ribosomal protein S4, chloroplastic (Atropa belladonna OX=33113)"
SMEL4.1_05g011480.1.01,"Similar to ndhJ NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (Nicotiana sylvestris OX=4096)"
SMEL4.1_05g011490.1.01,Similar to cemA Chloroplast envelope membrane protein (Nicotiana tabacum OX=4097)
SMEL4.1_05g011500.1.01,Protein of unknown function
SMEL4.1_05g011510.1.01,Similar to psbA Photosystem II protein D1 (Chlorella vulgaris OX=3077)
SMEL4.1_05g011520.1.01,"Similar to rpl2-B 50S ribosomal protein L2-B, chloroplastic (Coffea arabica OX=13443)"
SMEL4.1_05g011530.1.01,Similar to ycf2-A Protein Ycf2 (Solanum lycopersicum OX=4081)
SMEL4.1_05g011540.1.01,"Similar to rps12-B 30S ribosomal protein S12-B, chloroplastic (Populus trichocarpa OX=3694)"
SMEL4.1_05g011550.1.01,"Similar to AATP1 AAA-ATPase ASD, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g011560.1.01,Protein of unknown function
SMEL4.1_05g011570.1.01,"Similar to PPH Pheophytinase, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g011580.1.01,Similar to At1g09380 WAT1-related protein At1g09380 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011590.1.01,Similar to At3g27700 Zinc finger CCCH domain-containing protein 41 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011600.1.01,Similar to psaB Photosystem I P700 chlorophyll a apoprotein A2 (Atropa belladonna OX=33113)
SMEL4.1_05g011610.1.01,Similar to psaB Photosystem I P700 chlorophyll a apoprotein A2 (Lactuca sativa OX=4236)
SMEL4.1_05g011620.1.01,Similar to psaA Photosystem I P700 chlorophyll a apoprotein A1 (Citrus sinensis OX=2711)
SMEL4.1_05g011630.1.01,Similar to psbC Photosystem II CP43 reaction center protein (Solanum tuberosum OX=4113)
SMEL4.1_05g011640.1.01,Similar to petA Cytochrome f (Solanum bulbocastanum OX=147425)
SMEL4.1_05g011650.1.01,Protein of unknown function
SMEL4.1_05g011660.1.01,Protein of unknown function
SMEL4.1_05g011670.1.01,Similar to APRF1 Protein ANTHESIS POMOTING FACTOR 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011680.1.01,Protein of unknown function
SMEL4.1_05g011690.1.01,Similar to At5g03795 Probable glycosyltransferase At5g03795 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011700.1.01,Protein of unknown function
SMEL4.1_05g011710.1.01,Protein of unknown function
SMEL4.1_05g011720.1.01,Protein of unknown function
SMEL4.1_05g011730.1.01,Protein of unknown function
SMEL4.1_05g011740.1.01,"Similar to PAT1 Anthranilate phosphoribosyltransferase, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g011750.1.01,Protein of unknown function
SMEL4.1_05g011760.1.01,Protein of unknown function
SMEL4.1_05g011770.1.01,Protein of unknown function
SMEL4.1_05g011780.1.01,Protein of unknown function
SMEL4.1_05g011790.1.01,Protein of unknown function
SMEL4.1_05g011800.1.01,Protein of unknown function
SMEL4.1_05g011810.1.01,Protein of unknown function
SMEL4.1_05g011820.1.01,Similar to At5g39865 Uncharacterized protein At5g39865 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011830.1.01,Similar to CYP71A4 Cytochrome P450 71A4 (Solanum melongena OX=4111)
SMEL4.1_05g011840.1.01,Protein of unknown function
SMEL4.1_05g011850.1.01,Protein of unknown function
SMEL4.1_05g011860.1.01,Protein of unknown function
SMEL4.1_05g011870.1.01,Protein of unknown function
SMEL4.1_05g011880.1.01,Protein of unknown function
SMEL4.1_05g011890.1.01,Protein of unknown function
SMEL4.1_05g011900.1.01,Similar to MIF2 Mini zinc finger protein 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011910.1.01,Protein of unknown function
SMEL4.1_05g011920.1.01,Protein of unknown function
SMEL4.1_05g011930.1.01,Protein of unknown function
SMEL4.1_05g011940.1.01,Protein of unknown function
SMEL4.1_05g011950.1.01,Similar to YAK1 Dual specificity protein kinase YAK1 homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_05g011960.1.01,Similar to VATG V-type proton ATPase subunit G (Citrus limon OX=2708)
SMEL4.1_05g011970.1.01,"Similar to rps7-A 30S ribosomal protein S7, chloroplastic (Nicotiana sylvestris OX=4096)"
SMEL4.1_05g011980.1.01,Protein of unknown function
SMEL4.1_05g011990.1.01,Protein of unknown function
SMEL4.1_05g012000.1.01,Protein of unknown function
SMEL4.1_05g012010.1.01,Similar to NIP2-1 Aquaporin NIP2-1 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g012020.1.01,Protein of unknown function
SMEL4.1_05g012030.1.01,Similar to At1g65750 Putative ribonuclease H protein At1g65750 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012040.1.01,Protein of unknown function
SMEL4.1_05g012050.1.01,Protein of unknown function
SMEL4.1_05g012060.1.01,Similar to PP2B3 F-box protein PP2-B3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012070.1.01,Protein of unknown function
SMEL4.1_05g012080.1.01,Protein of unknown function
SMEL4.1_05g012090.1.01,Protein of unknown function
SMEL4.1_05g012100.1.01,Protein of unknown function
SMEL4.1_05g012110.1.01,Protein of unknown function
SMEL4.1_05g012120.1.01,Similar to LRK10L-1.2 LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012130.1.01,Similar to LRK10L-2.1 LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012140.1.01,Similar to BC10 Glycosyltransferase BC10 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g012150.1.01,Similar to EF1 Elongation factor 1-alpha (Manihot esculenta OX=3983)
SMEL4.1_05g012160.1.01,Similar to LHT1 Lysine histidine transporter 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012170.1.01,Protein of unknown function
SMEL4.1_05g012180.1.01,Protein of unknown function
SMEL4.1_05g012190.1.01,Similar to PUP4 Probable purine permease 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012200.1.01,Similar to PUP4 Probable purine permease 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012210.1.01,Similar to NAC100 NAC domain-containing protein 100 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012220.1.01,Protein of unknown function
SMEL4.1_05g012230.1.01,Protein of unknown function
SMEL4.1_05g012240.1.01,Protein of unknown function
SMEL4.1_05g012250.1.01,Similar to ROC8 Homeobox-leucine zipper protein ROC8 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g012260.1.01,Protein of unknown function
SMEL4.1_05g012270.1.01,Protein of unknown function
SMEL4.1_05g012280.1.01,Protein of unknown function
SMEL4.1_05g012290.1.01,Similar to At3g18410 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012300.1.01,Protein of unknown function
SMEL4.1_05g012310.1.01,Protein of unknown function
SMEL4.1_05g012320.1.01,Similar to LRK10L-2.5 LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012330.1.01,Protein of unknown function
SMEL4.1_05g012340.1.01,Similar to LRK10L-2.1 LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012350.1.01,Protein of unknown function
SMEL4.1_05g012360.1.01,Protein of unknown function
SMEL4.1_05g012370.1.01,Similar to BGLU44 Beta-glucosidase 44 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012380.1.01,Similar to MPK9 Mitogen-activated protein kinase 9 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012390.1.01,Protein of unknown function
SMEL4.1_05g012400.1.01,Protein of unknown function
SMEL4.1_05g012410.1.01,Similar to PEAMT Phosphoethanolamine N-methyltransferase (Spinacia oleracea OX=3562)
SMEL4.1_05g012420.1.01,Similar to psbH Photosystem II reaction center protein H (Nicotiana sylvestris OX=4096)
SMEL4.1_05g012430.1.01,Similar to psbN Protein PsbN (Bertholletia excelsa OX=3645)
SMEL4.1_05g012440.1.01,Similar to MHF1 Protein MHF1 homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012450.1.01,Similar to INRPK1 Receptor-like protein kinase (Ipomoea nil OX=35883)
SMEL4.1_05g012460.1.01,Similar to MHF1 Protein MHF1 homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012470.1.01,Similar to AGD1 ADP-ribosylation factor GTPase-activating protein AGD1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012480.1.01,Similar to AGD3 ADP-ribosylation factor GTPase-activating protein AGD3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012490.1.01,Protein of unknown function
SMEL4.1_05g012500.1.01,Protein of unknown function
SMEL4.1_05g012510.1.01,Similar to ARF2B Auxin response factor 2B (Solanum lycopersicum OX=4081)
SMEL4.1_05g012520.1.01,Protein of unknown function
SMEL4.1_05g012530.1.01,Protein of unknown function
SMEL4.1_05g012540.1.01,"Similar to CD4B ATP-dependent Clp protease ATP-binding subunit ClpA homolog CD4B, chloroplastic (Solanum lycopersicum OX=4081)"
SMEL4.1_05g012550.1.01,Similar to NSE4A Non-structural maintenance of chromosomes element 4 homolog A (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012560.1.01,Similar to NXD1 Protein NEOXANTHIN-DEFICIENT 1 (Solanum lycopersicum OX=4081)
SMEL4.1_05g012570.1.01,Protein of unknown function
SMEL4.1_05g012580.1.01,"Similar to PCMP-H51 Pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g012590.1.01,Protein of unknown function
SMEL4.1_05g012600.1.01,Protein of unknown function
SMEL4.1_05g012610.1.01,Protein of unknown function
SMEL4.1_05g012620.1.01,Similar to NUDT4 Nudix hydrolase 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012630.1.01,Protein of unknown function
SMEL4.1_05g012640.1.01,"Similar to At5g56590 Glucan endo-1,3-beta-glucosidase 13 (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g012650.1.01,Similar to RGTB1 Geranylgeranyl transferase type-2 subunit beta 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012660.1.01,Similar to CAR4 Protein C2-DOMAIN ABA-RELATED 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012670.1.01,Protein of unknown function
SMEL4.1_05g012680.1.01,Similar to ERF114 Ethylene-responsive transcription factor ERF114 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012690.1.01,Similar to AP3BA AP3-complex subunit beta-A (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012700.1.01,Similar to AP3BA AP3-complex subunit beta-A (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012710.1.01,Protein of unknown function
SMEL4.1_05g012720.1.01,Similar to MED6 Mediator of RNA polymerase II transcription subunit 6 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012730.1.01,Similar to ASAT3 Acylsugar acyltransferase 3 (Solanum lycopersicum OX=4081)
SMEL4.1_05g012740.1.01,Protein of unknown function
SMEL4.1_05g012750.1.01,Protein of unknown function
SMEL4.1_05g012760.1.01,"Similar to NADP-dependent malic enzyme, chloroplastic (Fragment) (Solanum lycopersicum OX=4081)"
SMEL4.1_05g012770.1.01,Similar to MYBS3 Transcription factor MYBS3 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g012780.1.01,Protein of unknown function
SMEL4.1_05g012790.1.01,Protein of unknown function
SMEL4.1_05g012800.1.01,Similar to PRO1 Profilin-1 (Solanum lycopersicum OX=4081)
SMEL4.1_05g012810.1.01,Similar to RPP13L4 Disease resistance RPP13-like protein 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012820.1.01,Similar to R1A-3 Putative late blight resistance protein homolog R1A-3 (Solanum demissum OX=50514)
SMEL4.1_05g012830.1.01,Similar to R1B-17 Putative late blight resistance protein homolog R1B-17 (Solanum demissum OX=50514)
SMEL4.1_05g012840.1.01,Similar to TBL42 Protein trichome birefringence-like 42 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012850.1.01,Protein of unknown function
SMEL4.1_05g012860.1.01,Protein of unknown function
SMEL4.1_05g012870.1.01,Protein of unknown function
SMEL4.1_05g012880.1.01,Protein of unknown function
SMEL4.1_05g012890.1.01,Similar to SRM1 Transcription factor SRM1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012900.1.01,Similar to ATHB-15 Homeobox-leucine zipper protein ATHB-15 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012910.1.01,"Similar to At3g58140 Phenylalanine--tRNA ligase, chloroplastic/mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g012920.1.01,"Similar to FTSHI2 Probable inactive ATP-dependent zinc metalloprotease FTSHI 2, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g012930.1.01,Similar to NPF1.2 Protein NRT1/ PTR FAMILY 1.2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012940.1.01,Similar to NPF1.2 Protein NRT1/ PTR FAMILY 1.2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012950.1.01,Protein of unknown function
SMEL4.1_05g012960.1.01,Similar to JGB Protein JINGUBANG (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012970.1.01,Similar to TIP2-1 Aquaporin TIP2-1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g012980.1.01,Protein of unknown function
SMEL4.1_05g012990.1.01,Protein of unknown function
SMEL4.1_05g013000.1.01,Protein of unknown function
SMEL4.1_05g013010.1.01,Protein of unknown function
SMEL4.1_05g013020.1.01,Protein of unknown function
SMEL4.1_05g013030.1.01,Protein of unknown function
SMEL4.1_05g013040.1.01,Protein of unknown function
SMEL4.1_05g013050.1.01,Protein of unknown function
SMEL4.1_05g013060.1.01,Similar to DREB3 Dehydration-responsive element-binding protein 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013070.1.01,Similar to MBP2C Protein MICROTUBULE BINDING PROTEIN 2C (Nicotiana tabacum OX=4097)
SMEL4.1_05g013080.1.01,Similar to AAE13 Malonate--CoA ligase (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013090.1.01,"Similar to PSAH2 Photosystem I reaction center subunit VI-2, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g013100.1.01,Similar to ROPGEF12 Rop guanine nucleotide exchange factor 12 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013110.1.01,Similar to 2KGR Glyoxylate/hydroxypyruvate/pyruvate reductase 2KGR (Vitis vinifera OX=29760)
SMEL4.1_05g013120.1.01,"Similar to Dynein 8 kDa light chain, flagellar outer arm (Chlamydomonas reinhardtii OX=3055)"
SMEL4.1_05g013130.1.01,Similar to At2g25737 Sulfite exporter TauE/SafE family protein 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013140.1.01,"Similar to Probable phytol kinase 1, chloroplastic (Glycine max OX=3847)"
SMEL4.1_05g013150.1.01,Protein of unknown function
SMEL4.1_05g013160.1.01,Similar to ASIL2 Trihelix transcription factor ASIL2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013170.1.01,Similar to At3g16010 Pentatricopeptide repeat-containing protein At3g16010 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013180.1.01,Similar to HSP70-15 Heat shock 70 kDa protein 15 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013190.1.01,Similar to HSP70-15 Heat shock 70 kDa protein 15 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013200.1.01,Protein of unknown function
SMEL4.1_05g013210.1.01,Protein of unknown function
SMEL4.1_05g013220.1.01,Protein of unknown function
SMEL4.1_05g013230.1.01,Protein of unknown function
SMEL4.1_05g013240.1.01,Similar to Tm-2(2) ToMV resistance protein Tm-2(2) (Solanum lycopersicum OX=4081)
SMEL4.1_05g013250.1.01,Protein of unknown function
SMEL4.1_05g013260.1.01,"Similar to CD4A ATP-dependent Clp protease ATP-binding subunit ClpA homolog CD4A, chloroplastic (Solanum lycopersicum OX=4081)"
SMEL4.1_05g013270.1.01,Protein of unknown function
SMEL4.1_05g013280.1.01,Similar to R1B-12 Putative late blight resistance protein homolog R1B-12 (Solanum demissum OX=50514)
SMEL4.1_05g013290.1.01,Similar to Cucumber peeling cupredoxin (Cucumis sativus OX=3659)
SMEL4.1_05g013300.1.01,"Similar to HSP26.5 26.5 kDa heat shock protein, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g013310.1.01,Protein of unknown function
SMEL4.1_05g013320.1.01,Similar to Os04g0669500 Probable carboxylesterase Os04g0669500 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_05g013330.1.01,Protein of unknown function
SMEL4.1_05g013340.1.01,"Similar to COX5B-2 Cytochrome c oxidase subunit 5b-2, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g013350.1.01,Similar to UVR3 (6-4)DNA photolyase (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013360.1.01,"Similar to CYCL Cytochrome c1-1, heme protein, mitochondrial (Solanum tuberosum OX=4113)"
SMEL4.1_05g013370.1.01,Protein of unknown function
SMEL4.1_05g013380.1.01,Similar to LIMYB L10-interacting MYB domain-containing protein (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013390.1.01,Similar to Plastidic ATP/ADP-transporter (Solanum tuberosum OX=4113)
SMEL4.1_05g013400.1.01,Protein of unknown function
SMEL4.1_05g013410.1.01,Protein of unknown function
SMEL4.1_05g013420.1.01,Similar to LAMT Loganic acid O-methyltransferase (Catharanthus roseus OX=4058)
SMEL4.1_05g013430.1.01,"Similar to TPS3 (-)-camphene/tricyclene synthase, chloroplastic (Solanum lycopersicum OX=4081)"
SMEL4.1_05g013440.1.01,"Similar to TPS5 (R)-linalool synthase TPS5, chloroplastic (Solanum lycopersicum OX=4081)"
SMEL4.1_05g013450.1.01,Similar to AOP1 Probable 2-oxoglutarate-dependent dioxygenase AOP1 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013460.1.01,Similar to At1g52360 Coatomer subunit beta'-2 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013470.1.01,Similar to rpoC2 DNA-directed RNA polymerase subunit beta'' (Atropa belladonna OX=33113)
SMEL4.1_05g013480.1.01,"Similar to DHAD Dihydroxy-acid dehydratase, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g013490.1.01,Protein of unknown function
SMEL4.1_05g013500.1.01,Protein of unknown function
SMEL4.1_05g013510.1.01,"Similar to DHAD Dihydroxy-acid dehydratase, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g013520.1.01,Protein of unknown function
SMEL4.1_05g013530.1.01,Similar to HASPIN Serine/threonine-protein kinase haspin homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013540.1.01,Similar to HASPIN Serine/threonine-protein kinase haspin homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013550.1.01,Protein of unknown function
SMEL4.1_05g013560.1.01,Similar to PCMP-E22 Pentatricopeptide repeat-containing protein At2g02750 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013570.1.01,Protein of unknown function
SMEL4.1_05g013580.1.01,"Similar to PCMP-E58 Pentatricopeptide repeat-containing protein At1g43980, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g013590.1.01,Protein of unknown function
SMEL4.1_05g013600.1.01,Protein of unknown function
SMEL4.1_05g013610.1.01,"Similar to PCMP-H51 Pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g013620.1.01,Protein of unknown function
SMEL4.1_05g013630.1.01,Similar to VQ11 VQ motif-containing protein 11 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013640.1.01,Similar to Putative AC transposase (Zea mays OX=4577)
SMEL4.1_05g013650.1.01,Similar to HAT Zinc finger BED domain-containing protein DAYSLEEPER (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013660.1.01,Similar to Signal recognition particle 54 kDa protein 2 (Solanum lycopersicum OX=4081)
SMEL4.1_05g013670.1.01,Protein of unknown function
SMEL4.1_05g013680.1.01,"Similar to PIFI Protein POST-ILLUMINATION CHLOROPHYLL FLUORESCENCE INCREASE, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_05g013690.1.01,Similar to TMM Protein TOO MANY MOUTHS (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013700.1.01,Similar to MYB73 Transcription factor MYB73 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013710.1.01,Protein of unknown function
SMEL4.1_05g013720.1.01,Similar to 4CL1 4-coumarate--CoA ligase 1 (Nicotiana tabacum OX=4097)
SMEL4.1_05g013730.1.01,Similar to TIP1-3 Aquaporin TIP1-3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013740.1.01,Protein of unknown function
SMEL4.1_05g013750.1.01,Protein of unknown function
SMEL4.1_05g013760.1.01,Similar to TIP1-3 Aquaporin TIP1-3 (Arabidopsis thaliana OX=3702)
SMEL4.1_05g013770.1.01,Protein of unknown function
SMEL4.1_05g013780.1.01,Similar to CRK3 Cysteine-rich receptor-like protein kinase 3 (Arabidopsis thaliana OX=3702)
